"Scenario","Replicate","variable","Resistance","ESLab","Scen_lab","Scen_lab2"
"Scenario 8",1,"AGB_M",0.856455924681758,"Aboveground biomass",20,"Pulse + Press"
"Scenario 8",1,"Replicate",1,"Replicate",20,"Pulse + Press"
"Scenario 7",1,"Tree_richness_M",1,"Tree species richness",0,"Pulse + Press"
"Scenario 7",1,"Timber_M",1,"Timber volume",0,"Pulse + Press"
"Scenario 7",1,"Nitrogen_stock_M",1,"Nitrogen stock",0,"Pulse + Press"
"Scenario 7",1,"Carbon_stock_M",1,"Carbon stock",0,"Pulse + Press"
"Scenario 7",1,"Fungi_val_M",1,"Commercially valuable 
fungi richness",0,"Pulse + Press"
"Scenario 7",1,"Recreation_M",1,"Recreation value",0,"Pulse + Press"
"Scenario 7",1,"Aesthetic_M",1,"Aesthetic value",0,"Pulse + Press"
"Scenario 7",1,"Lichen_M",1,"Lichen species 
richness",0,"Pulse + Press"
"Scenario 7",1,"GF_M",0.94376698714375,"Ground flora 
species richness",0,"Pulse + Press"
"Scenario 7",1,"Fungi_M",1,"Fungi species richness",0,"Pulse + Press"
"Scenario 7",1,"Min_rate_M",0.960099915698136,"Nitrogen mineralisation 
rate",0,"Pulse + Press"
"Scenario 7",1,"SRR_M",1,"Soil respiration rate",0,"Pulse + Press"
"Scenario 7",1,"AGB_M",1,"Aboveground biomass",0,"Pulse + Press"
"Scenario 7",1,"Replicate",1,"Replicate",0,"Pulse + Press"
"Scenario 6",1,"Tree_richness_M",1,"Tree species richness",100,"Pulse"
"Scenario 6",1,"Timber_M",0.00730582564090143,"Timber volume",100,"Pulse"
"Scenario 6",1,"Nitrogen_stock_M",0.963206623691582,"Nitrogen stock",100,"Pulse"
"Scenario 6",1,"Carbon_stock_M",0.555041392616781,"Carbon stock",100,"Pulse"
"Scenario 6",1,"Fungi_val_M",0.305287052989307,"Commercially valuable 
fungi richness",100,"Pulse"
"Scenario 6",1,"Recreation_M",0.602825672117551,"Recreation value",100,"Pulse"
"Scenario 6",1,"Aesthetic_M",0.814633708847606,"Aesthetic value",100,"Pulse"
"Scenario 6",1,"Lichen_M",0.661471633059909,"Lichen species 
richness",100,"Pulse"
"Scenario 6",1,"GF_M",1,"Ground flora 
species richness",100,"Pulse"
"Scenario 6",1,"Fungi_M",0.395022747465958,"Fungi species richness",100,"Pulse"
"Scenario 6",1,"Min_rate_M",1,"Nitrogen mineralisation 
rate",100,"Pulse"
"Scenario 6",1,"SRR_M",0.884319671352367,"Soil respiration rate",100,"Pulse"
"Scenario 6",1,"AGB_M",0.133730167425578,"Aboveground biomass",100,"Pulse"
"Scenario 6",1,"Replicate",1,"Replicate",100,"Pulse"
"Scenario 5",1,"Tree_richness_M",1,"Tree species richness",80,"Pulse"
"Scenario 5",1,"Timber_M",0.133114700842947,"Timber volume",80,"Pulse"
"Scenario 5",1,"Nitrogen_stock_M",0.977526380442393,"Nitrogen stock",80,"Pulse"
"Scenario 5",1,"Carbon_stock_M",0.639627860108474,"Carbon stock",80,"Pulse"
"Scenario 5",1,"Fungi_val_M",0.392136273117714,"Commercially valuable 
fungi richness",80,"Pulse"
"Scenario 5",1,"Recreation_M",0.691594844446567,"Recreation value",80,"Pulse"
"Scenario 5",1,"Aesthetic_M",0.857481556521644,"Aesthetic value",80,"Pulse"
"Scenario 5",1,"Lichen_M",0.741744429216328,"Lichen species 
richness",80,"Pulse"
"Scenario 5",1,"GF_M",1,"Ground flora 
species richness",80,"Pulse"
"Scenario 5",1,"Fungi_M",0.495309536885783,"Fungi species richness",80,"Pulse"
"Scenario 5",1,"Min_rate_M",1,"Nitrogen mineralisation 
rate",80,"Pulse"
"Scenario 5",1,"SRR_M",0.909108262844878,"Soil respiration rate",80,"Pulse"
"Scenario 5",1,"AGB_M",0.25801088752379,"Aboveground biomass",80,"Pulse"
"Scenario 5",1,"Replicate",1,"Replicate",80,"Pulse"
"Scenario 4",1,"Tree_richness_M",1,"Tree species richness",60,"Pulse"
"Scenario 4",1,"Timber_M",0.227691915462918,"Timber volume",60,"Pulse"
"Scenario 4",1,"Nitrogen_stock_M",0.986242982733765,"Nitrogen stock",60,"Pulse"
"Scenario 4",1,"Carbon_stock_M",0.696960153719851,"Carbon stock",60,"Pulse"
"Scenario 4",1,"Fungi_val_M",0.4532757236565,"Commercially valuable 
fungi richness",60,"Pulse"
"Scenario 4",1,"Recreation_M",0.752081345674101,"Recreation value",60,"Pulse"
"Scenario 4",1,"Aesthetic_M",0.884910437776043,"Aesthetic value",60,"Pulse"
"Scenario 4",1,"Lichen_M",0.795603820728539,"Lichen species 
richness",60,"Pulse"
"Scenario 4",1,"GF_M",1,"Ground flora 
species richness",60,"Pulse"
"Scenario 4",1,"Fungi_M",0.567245500362361,"Fungi species richness",60,"Pulse"
"Scenario 4",1,"Min_rate_M",1,"Nitrogen mineralisation 
rate",60,"Pulse"
"Scenario 4",1,"SRR_M",0.924877711375634,"Soil respiration rate",60,"Pulse"
"Scenario 4",1,"AGB_M",0.349980306869523,"Aboveground biomass",60,"Pulse"
"Scenario 4",1,"Replicate",1,"Replicate",60,"Pulse"
"Scenario 3",1,"Tree_richness_M",1,"Tree species richness",40,"Pulse"
"Scenario 3",1,"Timber_M",0.418529175486149,"Timber volume",40,"Pulse"
"Scenario 3",1,"Nitrogen_stock_M",1,"Nitrogen stock",40,"Pulse"
"Scenario 3",1,"Carbon_stock_M",0.797483122666482,"Carbon stock",40,"Pulse"
"Scenario 3",1,"Fungi_val_M",0.586968268427911,"Commercially valuable 
fungi richness",40,"Pulse"
"Scenario 3",1,"Recreation_M",0.84656262733579,"Recreation value",40,"Pulse"
"Scenario 3",1,"Aesthetic_M",0.927516238363066,"Aesthetic value",40,"Pulse"
"Scenario 3",1,"Lichen_M",0.877567362894934,"Lichen species 
richness",40,"Pulse"
"Scenario 3",1,"GF_M",1,"Ground flora 
species richness",40,"Pulse"
"Scenario 3",1,"Fungi_M",0.703310860509961,"Fungi species richness",40,"Pulse"
"Scenario 3",1,"Min_rate_M",1,"Nitrogen mineralisation 
rate",40,"Pulse"
"Scenario 3",1,"SRR_M",0.951014766309831,"Soil respiration rate",40,"Pulse"
"Scenario 3",1,"AGB_M",0.529042959083177,"Aboveground biomass",40,"Pulse"
"Scenario 3",1,"Replicate",1,"Replicate",40,"Pulse"
"Scenario 2",1,"Tree_richness_M",1,"Tree species richness",20,"Pulse"
"Scenario 2",1,"Timber_M",0.699584241506816,"Timber volume",20,"Pulse"
"Scenario 2",1,"Nitrogen_stock_M",1,"Nitrogen stock",20,"Pulse"
"Scenario 2",1,"Carbon_stock_M",0.917989024051691,"Carbon stock",20,"Pulse"
"Scenario 2",1,"Fungi_val_M",0.793052103111853,"Commercially valuable 
fungi richness",20,"Pulse"
"Scenario 2",1,"Recreation_M",0.942274931006485,"Recreation value",20,"Pulse"
"Scenario 2",1,"Aesthetic_M",0.971653794224727,"Aesthetic value",20,"Pulse"
"Scenario 2",1,"Lichen_M",0.956689661239195,"Lichen species 
richness",20,"Pulse"
"Scenario 2",1,"GF_M",1,"Ground flora 
species richness",20,"Pulse"
"Scenario 2",1,"Fungi_M",0.872276833855996,"Fungi species richness",20,"Pulse"
"Scenario 2",1,"Min_rate_M",1,"Nitrogen mineralisation 
rate",20,"Pulse"
"Scenario 2",1,"SRR_M",0.979845264645392,"Soil respiration rate",20,"Pulse"
"Scenario 2",1,"AGB_M",0.779416322244021,"Aboveground biomass",20,"Pulse"
"Scenario 2",1,"Replicate",1,"Replicate",20,"Pulse"
"Scenario 12",1,"Tree_richness_M",1,"Tree species richness",100,"Pulse + Press"
"Scenario 12",1,"Timber_M",0.00733063410105794,"Timber volume",100,"Pulse + Press"
"Scenario 12",1,"Nitrogen_stock_M",0.963221764251361,"Nitrogen stock",100,"Pulse + Press"
"Scenario 12",1,"Carbon_stock_M",0.555059392039295,"Carbon stock",100,"Pulse + Press"
"Scenario 12",1,"Fungi_val_M",0.305291149113027,"Commercially valuable 
fungi richness",100,"Pulse + Press"
"Scenario 12",1,"Recreation_M",0.602831780242427,"Recreation value",100,"Pulse + Press"
"Scenario 12",1,"Aesthetic_M",0.814636715386765,"Aesthetic value",100,"Pulse + Press"
"Scenario 12",1,"Lichen_M",0.661477343860193,"Lichen species 
richness",100,"Pulse + Press"
"Scenario 12",1,"GF_M",1,"Ground flora 
species richness",100,"Pulse + Press"
"Scenario 12",1,"Fungi_M",0.395028425920899,"Fungi species richness",100,"Pulse + Press"
"Scenario 12",1,"Min_rate_M",1,"Nitrogen mineralisation 
rate",100,"Pulse + Press"
"Scenario 12",1,"SRR_M",0.884321268225626,"Soil respiration rate",100,"Pulse + Press"
"Scenario 12",1,"AGB_M",0.133737602568534,"Aboveground biomass",100,"Pulse + Press"
"Scenario 12",1,"Replicate",1,"Replicate",100,"Pulse + Press"
"Scenario 11",1,"Tree_richness_M",1,"Tree species richness",80,"Pulse + Press"
"Scenario 11",1,"Timber_M",0.147252533254818,"Timber volume",80,"Pulse + Press"
"Scenario 11",1,"Nitrogen_stock_M",0.978976544160758,"Nitrogen stock",80,"Pulse + Press"
"Scenario 11",1,"Carbon_stock_M",0.648282796706102,"Carbon stock",80,"Pulse + Press"
"Scenario 11",1,"Fungi_val_M",0.396797202095025,"Commercially valuable 
fungi richness",80,"Pulse + Press"
"Scenario 11",1,"Recreation_M",0.703710408526781,"Recreation value",80,"Pulse + Press"
"Scenario 11",1,"Aesthetic_M",0.862450040366739,"Aesthetic value",80,"Pulse + Press"
"Scenario 11",1,"Lichen_M",0.752801189603175,"Lichen species 
richness",80,"Pulse + Press"
"Scenario 11",1,"GF_M",1,"Ground flora 
species richness",80,"Pulse + Press"
"Scenario 11",1,"Fungi_M",0.506056237163251,"Fungi species richness",80,"Pulse + Press"
"Scenario 11",1,"Min_rate_M",1,"Nitrogen mineralisation 
rate",80,"Pulse + Press"
"Scenario 11",1,"SRR_M",0.911519525063678,"Soil respiration rate",80,"Pulse + Press"
"Scenario 11",1,"AGB_M",0.271743468931217,"Aboveground biomass",80,"Pulse + Press"
"Scenario 11",1,"Replicate",1,"Replicate",80,"Pulse + Press"
"Scenario 10",1,"Tree_richness_M",1,"Tree species richness",60,"Pulse + Press"
"Scenario 10",1,"Timber_M",0.233022582925486,"Timber volume",60,"Pulse + Press"
"Scenario 10",1,"Nitrogen_stock_M",0.986741318914943,"Nitrogen stock",60,"Pulse + Press"
"Scenario 10",1,"Carbon_stock_M",0.699560332006241,"Carbon stock",60,"Pulse + Press"
"Scenario 10",1,"Fungi_val_M",0.454866355451472,"Commercially valuable 
fungi richness",60,"Pulse + Press"
"Scenario 10",1,"Recreation_M",0.756001227758161,"Recreation value",60,"Pulse + Press"
"Scenario 10",1,"Aesthetic_M",0.886462575346772,"Aesthetic value",60,"Pulse + Press"
"Scenario 10",1,"Lichen_M",0.799181168374208,"Lichen species 
richness",60,"Pulse + Press"
"Scenario 10",1,"GF_M",1,"Ground flora 
species richness",60,"Pulse + Press"
"Scenario 10",1,"Fungi_M",0.570953759748374,"Fungi species richness",60,"Pulse + Press"
"Scenario 10",1,"Min_rate_M",1,"Nitrogen mineralisation 
rate",60,"Pulse + Press"
"Scenario 10",1,"SRR_M",0.925629135828029,"Soil respiration rate",60,"Pulse + Press"
"Scenario 10",1,"AGB_M",0.35478814681469,"Aboveground biomass",60,"Pulse + Press"
"Scenario 10",1,"Replicate",1,"Replicate",60,"Pulse + Press"
"Scenario 1",1,"Tree_richness_M",1,"Tree species richness",0,"Pulse"
"Scenario 1",1,"Timber_M",1,"Timber volume",0,"Pulse"
"Scenario 1",1,"Nitrogen_stock_M",1,"Nitrogen stock",0,"Pulse"
"Scenario 1",1,"Carbon_stock_M",1,"Carbon stock",0,"Pulse"
"Scenario 1",1,"Fungi_val_M",1,"Commercially valuable 
fungi richness",0,"Pulse"
"Scenario 1",1,"Recreation_M",1,"Recreation value",0,"Pulse"
"Scenario 1",1,"Aesthetic_M",1,"Aesthetic value",0,"Pulse"
"Scenario 1",1,"Lichen_M",1,"Lichen species 
richness",0,"Pulse"
"Scenario 1",1,"GF_M",1,"Ground flora 
species richness",0,"Pulse"
"Scenario 1",1,"Fungi_M",1,"Fungi species richness",0,"Pulse"
"Scenario 1",1,"Min_rate_M",1,"Nitrogen mineralisation 
rate",0,"Pulse"
"Scenario 1",1,"SRR_M",1,"Soil respiration rate",0,"Pulse"
"Scenario 1",1,"AGB_M",1,"Aboveground biomass",0,"Pulse"
"Scenario 1",1,"Replicate",1,"Replicate",0,"Pulse"
